일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
"2016/07/07","3876.91","39.24","1.02","3857.66","3886.44","3852.14","28647.0","1933962.0","9.34503573E8"
"2016/07/06","3837.67","-79.41","-2.03","3894.44","3899.65","3820.40","41715.0","2793217.0","9.24289959E8"
"2016/07/05","3917.08","-13.77","-0.35","3931.58","3934.96","3909.53","26920.0","1972069.0","9.43499828E8"
"2016/07/04","3930.85","17.88","0.46","3915.04","3935.17","3907.49","28463.0","2118031.0","9.46013529E8"
"2016/07/01","3912.97","33.79","0.87","3892.07","3927.87","3885.87","31450.0","2242744.0","9.42508564E8"
"2016/06/30","3879.18","29.51","0.77","3880.06","3882.67","3853.81","44221.0","3190191.0","9.33382481E8"
"2016/06/29","3849.67","40.08","1.05","3830.98","3871.69","3821.14","35670.0","2455809.0","9.24891595E8"
"2016/06/28","3809.59","7.43","0.20","3761.31","3815.84","3760.79","38889.0","2371812.0","9.16193412E8"
"2016/06/27","3802.16","-0.24","-0.01","3763.62","3802.16","3762.77","48503.0","2849011.0","9.14077049E8"
"2016/06/24","3802.40","-107.70","-2.75","3938.86","3940.21","3735.92","83094.0","4762812.0","9.14082932E8"
"2016/06/23","3910.10","0.36","0.01","3906.30","3915.98","3898.31","31118.0","2092867.0","9.39579174E8"
"2016/06/22","3909.74","25.77","0.66","3885.86","3913.35","3878.97","33761.0","2249112.0","9.40986893E8"
"2016/06/21","3883.97","-1.48","-0.04","3873.62","3885.94","3863.51","25968.0","1930357.0","9.35700281E8"
"2016/06/20","3885.45","61.25","1.60","3871.27","3891.87","3859.76","30843.0","2112512.0","9.3535412E8"
"2016/06/17","3824.20","-4.55","-0.12","3857.21","3864.82","3819.50","31052.0","2222904.0","9.22011143E8"
"2016/06/16","3828.75","-25.68","-0.67","3859.60","3865.16","3814.34","33208.0","2162427.0","9.21348135E8"
"2016/06/15","3854.43","-7.90","-0.20","3862.85","3871.23","3841.18","39434.0","2576277.0","9.27468053E8"
"2016/06/14","3862.33","-11.80","-0.30","3869.57","3878.89","3845.51","36240.0","2320220.0","9.27848054E8"
"2016/06/13","3874.13","-73.57","-1.86","3912.54","3916.82","3868.90","35294.0","2318511.0","9.30077618E8"
"2016/06/10","3947.70","-17.60","-0.44","3960.60","3963.70","3945.18","37912.0","2286145.0","9.48195855E8"
"2016/06/09","3965.30","-5.11","-0.13","3973.69","3986.61","3941.58","67137.0","4191771.0","9.5286964E8"
"2016/06/08","3970.41","31.58","0.80","3942.45","3970.41","3933.52","43768.0","2956748.0","9.53073923E8"
"2016/06/07","3938.83","51.54","1.33","3905.49","3938.83","3904.85","43204.0","3161258.0","9.4565096E8"
"2016/06/03","3887.29","-4.53","-0.12","3902.60","3902.60","3877.17","44865.0","2798709.0","9.3381323E8"
"2016/06/02","3891.82","2.03","0.05","3891.45","3899.46","3880.09","48021.0","2854179.0","9.34280997E8"
"2016/06/01","3889.79","-15.32","-0.39","3885.33","3902.56","3881.00","39909.0","2875052.0","9.32742027E8"
"2016/05/31","3905.11","32.24","0.83","3859.79","3906.42","3850.53","78488.0","5326118.0","9.34107314E8"
"2016/05/30","3872.87","0.49","0.01","3872.70","3877.79","3847.63","35089.0","2055075.0","9.26602171E8"
"2016/05/27","3872.38","27.52","0.72","3856.57","3877.44","3848.48","38197.0","2208803.0","9.26816361E8"
"2016/05/26","3844.86","-10.00","-0.26","3865.56","3871.95","3843.25","29913.0","1808410.0","9.21084266E8"
"2016/05/25","3854.86","57.96","1.53","3829.65","3860.88","3824.85","35714.0","2347008.0","9.23418093E8"
"2016/05/24","3796.90","-34.65","-0.90","3821.26","3824.00","3796.90","31086.0","1936623.0","9.09573592E8"
"2016/05/23","3831.55","15.78","0.41","3830.57","3837.04","3802.41","26988.0","1728474.0","9.18623323E8"
"2016/05/20","3815.77","-11.08","-0.29","3818.96","3832.53","3810.69","31097.0","1944094.0","9.14608965E8"
"2016/05/19","3826.85","-6.85","-0.18","3826.59","3832.54","3813.25","42152.0","2525213.0","9.16543671E8"
"2016/05/18","3833.70","-26.56","-0.69","3845.86","3845.86","3806.26","36681.0","2441531.0","9.19087254E8"
"2016/05/17","3860.26","-3.88","-0.10","3875.31","3876.20","3849.05","33599.0","1949695.0","9.24728437E8"
"2016/05/16","3864.14","4.85","0.13","3849.49","3870.20","3849.31","54880.0","2208077.0","9.24692275E8"
"2016/05/13","3859.29","-24.87","-0.64","3888.02","3890.37","3849.69","37888.0","2333844.0","9.24038248E8"
"2016/05/12","3884.16","-12.48","-0.32","3883.52","3897.40","3874.07","31406.0","1939084.0","9.30766627E8"
"2016/05/11","3896.64","-10.29","-0.26","3918.58","3918.58","3878.86","36158.0","2371257.0","9.3315343E8"
"2016/05/10","3906.93","25.24","0.65","3876.01","3906.93","3873.56","36622.0","2399009.0","9.3574065E8"
"2016/05/09","3881.69","-21.36","-0.55","3894.82","3898.96","3872.20","50775.0","3322689.0","9.30612599E8"
"2016/05/04","3903.05","-14.76","-0.38","3901.45","3910.77","3885.58","47693.0","3018157.0","9.34820635E8"
"2016/05/03","3917.81","10.53","0.27","3927.17","3927.60","3907.10","34515.0","2180007.0","9.3624864E8"
"2016/05/02","3907.28","-28.68","-0.73","3929.59","3929.59","3903.88","33298.0","2011086.0","9.32837496E8"
"2016/04/29","3935.96","-17.93","-0.45","3948.24","3950.29","3916.46","42851.0","2996642.0","9.41271574E8"
"2016/04/28","3953.89","-36.76","-0.92","4001.88","4002.79","3946.95","50993.0","3306395.0","9.46055393E8"
"2016/04/27","3990.65","-4.85","-0.12","3994.53","3998.89","3983.51","47691.0","2858112.0","9.55610644E8"
"2016/04/26","3995.50","9.83","0.25","3978.66","3997.27","3975.59","46916.0","2606837.0","9.56908058E8"
"2016/04/25","3985.67","-0.30","-0.01","3987.21","3990.15","3968.95","35170.0","2075859.0","9.53464058E8"
"2016/04/22","3985.97","-12.89","-0.32","3985.99","3994.07","3976.29","36611.0","2189178.0","9.53122881E8"
"2016/04/21","3998.86","35.49","0.90","3983.26","3998.86","3973.62","45335.0","2778568.0","9.57003878E8"
"2016/04/20","3963.37","-14.68","-0.37","3990.30","4005.59","3963.30","43925.0","2438737.0","9.49580483E8"
"2016/04/19","3978.05","-2.09","-0.05","3992.31","4001.27","3970.98","44017.0","2504366.0","9.52583137E8"
"2016/04/18","3980.14","-10.83","-0.27","3960.87","3980.74","3956.54","42958.0","2566758.0","9.53287951E8"
"2016/04/15","3990.97","-3.67","-0.09","3988.26","3997.35","3977.26","45686.0","2662278.0","9.55872269E8"
"2016/04/14","3994.64","82.53","2.11","3968.61","3995.08","3960.08","67154.0","3912844.0","9.56249058E8"
"2016/04/12","3912.11","23.21","0.60","3888.24","3914.47","3882.62","36200.0","2046375.0","9.37724703E8"
"2016/04/11","3888.90","-4.14","-0.11","3892.50","3896.19","3870.81","34247.0","2060335.0","9.31954946E8"
"2016/04/08","3893.04","-3.61","-0.09","3869.78","3893.04","3855.10","39125.0","2431051.0","9.32039108E8"
"2016/04/07","3896.65","11.22","0.29","3902.74","3908.55","3878.84","40246.0","2740463.0","9.33251277E8"
"2016/04/06","3885.43","11.64","0.30","3877.96","3897.07","3870.67","45478.0","2999678.0","9.32081111E8"
"2016/04/05","3873.79","-29.99","-0.77","3890.49","3894.02","3866.75","32587.0","2279586.0","9.28314365E8"
"2016/04/04","3903.78","7.45","0.19","3895.00","3905.13","3887.15","34979.0","2470645.0","9.37987971E8"
"2016/04/01","3896.33","-47.36","-1.20","3940.07","3941.33","3885.72","44451.0","2975946.0","9.34972495E8"
"2016/03/31","3943.69","-13.31","-0.34","3962.82","3967.48","3921.13","49836.0","3304889.0","9.46048908E8"
"2016/03/30","3957.00","9.98","0.25","3966.12","3977.32","3950.08","39049.0","2620147.0","9.49000921E8"
"2016/03/29","3947.02","31.30","0.80","3926.57","3948.69","3918.54","37683.0","2399365.0","9.4580538E8"
"2016/03/28","3915.72","0.23","0.01","3916.31","3935.28","3910.82","26751.0","1680468.0","9.39918947E8"
"2016/03/25","3915.49","-12.84","-0.33","3933.84","3933.99","3909.69","31438.0","1980603.0","9.39630231E8"
"2016/03/24","3928.33","-21.43","-0.54","3933.86","3942.76","3919.68","37381.0","2221091.0","9.41831276E8"
"2016/03/23","3949.76","-9.87","-0.25","3955.90","3968.87","3938.08","37333.0","2239706.0","9.45981398E8"
"2016/03/22","3959.63","18.39","0.47","3948.28","3959.63","3935.02","41292.0","2604905.0","9.47582256E8"
"2016/03/21","3941.24","-0.39","-0.01","3954.44","3964.77","3923.55","36756.0","2463698.0","9.43561133E8"
"2016/03/18","3941.63","6.94","0.18","3951.15","3952.32","3927.69","43197.0","2864324.0","9.445571E8"
"2016/03/17","3934.69","26.39","0.68","3928.73","3959.27","3927.98","51402.0","3306226.0","9.43371173E8"
"2016/03/16","3908.30","10.49","0.27","3899.13","3925.84","3896.36","37021.0","2393640.0","9.37264638E8"
"2016/03/15","3897.81","-7.45","-0.19","3910.07","3915.25","3888.64","34365.0","2304299.0","9.34273676E8"
"2016/03/14","3905.26","8.27","0.21","3929.54","3930.49","3898.47","39156.0","2566289.0","9.35408756E8"
"2016/03/11","3896.99","3.73","0.10","3892.07","3908.28","3887.71","37648.0","2599750.0","9.32892227E8"
"2016/03/10","3893.26","32.90","0.85","3869.91","3909.48","3863.03","51021.0","3389290.0","9.31648376E8"
"2016/03/09","3860.36","8.77","0.23","3838.98","3860.36","3833.31","42590.0","2457686.0","9.22884112E8"
"2016/03/08","3851.59","-25.41","-0.66","3879.32","3879.32","3836.63","58356.0","2946771.0","9.20608841E8"
"2016/03/07","3877.00","-0.87","-0.02","3890.22","3896.79","3875.58","65370.0","3108497.0","9.28034125E8"
"2016/03/04","3877.87","-5.25","-0.14","3877.54","3887.00","3864.25","56901.0","2944517.0","9.28086706E8"
"2016/03/03","3883.12","18.70","0.48","3890.92","3890.92","3860.51","60779.0","3337625.0","9.30015709E8"
"2016/03/02","3864.42","70.26","1.85","3856.69","3871.04","3850.14","53722.0","3486393.0","9.25462254E8"
"2016/02/29","3794.16","-10.51","-0.28","3806.77","3819.81","3794.16","47016.0","3039468.0","9.0945069E8"
"2016/02/26","3804.67","-2.14","-0.06","3822.36","3824.68","3797.46","42761.0","3197834.0","9.11626186E8"
"2016/02/25","3806.81","6.05","0.16","3810.99","3832.23","3781.60","42502.0","2693133.0","9.11873854E8"
"2016/02/24","3800.76","2.19","0.06","3787.35","3810.71","3782.99","36654.0","2297121.0","9.08922137E8"
"2016/02/23","3798.57","-0.31","-0.01","3823.89","3826.10","3788.69","36641.0","2536042.0","9.09066522E8"
"2016/02/22","3798.88","-4.20","-0.11","3789.75","3810.79","3778.54","33277.0","2128309.0","9.09460147E8"
"2016/02/19","3803.08","7.32","0.19","3784.23","3803.82","3773.51","40981.0","2512020.0","9.11013508E8"
"2016/02/18","3795.76","50.26","1.34","3794.51","3797.47","3772.30","52834.0","3153214.0","9.0828617E8"
"2016/02/17","3745.50","0.06","0.00","3744.32","3772.05","3735.71","62409.0","3399233.0","8.9617524E8"
"2016/02/16","3745.44","57.82","1.57","3700.73","3753.70","3695.12","47901.0","2763640.0","8.9707102E8"
"2016/02/15","3687.62","45.76","1.26","3685.79","3698.08","3667.31","50146.0","3137723.0","8.83749921E8"
"2016/02/12","3641.86","-31.88","-0.87","3650.78","3667.85","3612.29","66050.0","4578381.0","8.73521597E8"
"2016/02/11","3673.74","-109.71","-2.90","3701.80","3709.39","3669.28","52377.0","3549845.0","8.81855944E8"
"2016/02/05","3783.45","3.83","0.10","3775.08","3795.05","3765.11","59553.0","3208348.0","9.08181625E8"
"2016/02/04","3779.62","70.99","1.91","3729.19","3779.62","3726.75","48321.0","3225298.0","9.07037757E8"
"2016/02/03","3708.63","-33.71","-0.90","3713.86","3714.26","3689.02","43940.0","2830035.0","8.91183139E8"
"2016/02/02","3742.34","-48.17","-1.27","3768.99","3774.68","3741.28","43633.0","2632088.0","8.98686151E8"
"2016/02/01","3790.51","26.10","0.69","3775.00","3791.31","3762.57","50873.0","3172121.0","9.09678279E8"
"2016/01/29","3764.41","4.67","0.12","3752.40","3764.41","3714.65","59258.0","4458754.0","9.03030407E8"
"2016/01/28","3759.74","20.21","0.54","3710.52","3762.02","3697.32","92294.0","4687784.0","9.04372273E8"
"2016/01/27","3739.53","50.94","1.38","3720.00","3746.34","3709.76","49026.0","3359603.0","9.00942229E8"
"2016/01/26","3688.59","-45.03","-1.21","3708.64","3715.81","3670.10","44263.0","2991738.0","8.87229701E8"
"2016/01/25","3733.62","24.52","0.66","3730.24","3749.32","3714.96","43806.0","2616676.0","8.98639953E8"
"2016/01/22","3709.10","76.51","2.11","3672.09","3709.74","3670.59","46426.0","2803549.0","8.93240339E8"
"2016/01/21","3632.59","-16.75","-0.46","3653.82","3679.28","3632.52","50358.0","2802847.0","8.73909179E8"
"2016/01/20","3649.34","-84.30","-2.26","3724.41","3724.69","3625.31","52953.0","3195903.0","8.78059573E8"
"2016/01/19","3733.64","14.71","0.40","3718.89","3734.59","3687.23","45932.0","2935554.0","8.98068317E8"
"2016/01/18","3718.93","4.77","0.13","3666.29","3726.62","3662.58","48522.0","3188265.0","8.91499389E8"
"2016/01/15","3714.16","-46.62","-1.24","3790.19","3796.69","3703.83","55206.0","3092770.0","8.91222144E8"
"2016/01/14","3760.78","-30.71","-0.81","3745.80","3762.07","3728.27","50119.0","3159501.0","9.01935765E8"
"2016/01/13","3791.49","52.30","1.40","3766.50","3802.30","3760.53","43160.0","2621388.0","9.08741531E8"
"2016/01/12","3739.19","0.57","0.02","3765.95","3770.89","3732.65","39336.0","2463009.0","8.96825206E8"
"2016/01/11","3738.62","-44.58","-1.18","3739.77","3761.74","3730.34","46703.0","2962464.0","8.97207036E8"
"2016/01/08","3783.20","29.58","0.79","3723.29","3784.76","3717.95","46911.0","2884788.0","9.07445317E8"
"2016/01/07","3753.62","-43.54","-1.15","3778.70","3800.48","3751.83","43774.0","3011025.0","9.00206543E8"
"2016/01/06","3797.16","-22.29","-0.58","3824.79","3825.79","3777.34","49970.0","3473537.0","9.10603751E8"
"2016/01/05","3819.45","27.31","0.72","3785.78","3836.78","3785.78","38507.0","2474013.0","9.16195203E8"
"2016/01/04","3792.14","-80.35","-2.07","3857.55","3858.64","3792.14","38083.0","2532462.0","9.10124127E8"
"2015/12/30","3872.49","-15.77","-0.41","3902.23","3906.22","3865.23","34020.0","2183994.0","9.30821844E8"
"2015/12/29","3888.26","-3.88","-0.10","3876.44","3892.34","3849.41","36115.0","2298958.0","9.3404099E8"
"2015/12/28","3892.14","-59.46","-1.50","3951.29","3953.37","3892.14","42866.0","2371922.0","9.34853635E8"
"2015/12/24","3951.60","-20.54","-0.52","3992.40","3994.01","3951.60","35481.0","2024582.0","9.49445832E8"
"2015/12/23","3972.14","15.57","0.39","3957.64","3988.52","3949.16","41115.0","2515032.0","9.54387205E8"
"2015/12/22","3956.57","31.08","0.79","3930.39","3956.79","3910.79","41184.0","2318970.0","9.50955002E8"
"2015/12/21","3925.49","10.66","0.27","3914.64","3942.55","3900.41","28749.0","1886677.0","9.43691078E8"
"2015/12/18","3914.83","-19.41","-0.49","3895.73","3931.62","3889.17","33204.0","2241819.0","9.41496182E8"
"2015/12/17","3934.24","13.09","0.33","3951.36","3958.12","3911.25","33786.0","2283158.0","9.45634445E8"
"2015/12/16","3921.15","73.20","1.90","3885.47","3933.52","3884.39","38280.0","2567481.0","9.42787002E8"
"2015/12/15","3847.95","9.53","0.25","3854.48","3858.14","3836.73","30329.0","2038945.0","9.25418029E8"
"2015/12/14","3838.42","-30.04","-0.78","3822.96","3842.60","3812.31","40166.0","2537423.0","9.22526624E8"
"2015/12/11","3868.46","-4.58","-0.12","3871.79","3891.04","3857.74","36249.0","2515491.0","9.30561889E8"
"2015/12/10","3873.04","17.37","0.45","3852.84","3885.14","3848.96","46472.0","2999994.0","9.31475716E8"
"2015/12/09","3855.67","0.30","0.01","3858.65","3871.32","3841.49","32327.0","2125014.0","9.27470004E8"
"2015/12/08","3855.37","-25.22","-0.65","3881.51","3895.89","3854.92","34914.0","2063445.0","9.27001396E8"
"2015/12/07","3880.59","-24.18","-0.62","3933.08","3933.56","3880.59","29247.0","1958788.0","9.32491934E8"
"2015/12/04","3904.77","-39.46","-1.00","3899.27","3923.40","3895.94","30981.0","1940989.0","9.38128806E8"
"2015/12/03","3944.23","-31.19","-0.78","3957.72","3957.86","3918.29","29651.0","2014971.0","9.48691592E8"
"2015/12/02","3975.42","-31.95","-0.80","4010.81","4013.32","3975.42","31224.0","2224595.0","9.56439689E8"
"2015/12/01","4007.37","69.46","1.76","3956.05","4013.75","3955.05","35723.0","2728682.0","9.64105952E8"
"2015/11/30","3937.91","-72.41","-1.81","3999.45","4000.40","3930.47","64801.0","4538561.0","9.4653707E8"
"2015/11/27","4010.32","-2.22","-0.06","4028.56","4031.73","4006.38","32633.0","2160111.0","9.64833098E8"
"2015/11/26","4012.54","38.16","0.96","3985.99","4022.37","3985.94","45870.0","2632248.0","9.65403301E8"
"2015/11/25","3974.38","-18.52","-0.46","3996.48","3996.76","3974.38","42066.0","2617294.0","9.55105982E8"
"2015/11/24","3992.90","22.10","0.56","3968.84","4000.95","3965.22","38811.0","2678696.0","9.59282397E8"
"2015/11/23","3970.80","21.70","0.55","3960.53","3981.68","3950.13","33014.0","2662496.0","9.53207382E8"
"2015/11/20","3949.10","-3.53","-0.09","3949.50","3962.80","3942.81","33088.0","2315188.0","9.46726765E8"
"2015/11/19","3952.63","52.07","1.33","3926.80","3952.63","3917.78","55194.0","3543601.0","9.47745822E8"
"2015/11/18","3900.56","7.46","0.19","3901.09","3916.16","3894.57","45703.0","2661150.0","9.35286587E8"
"2015/11/17","3893.10","38.06","0.99","3905.45","3917.29","3886.76","32969.0","2746257.0","9.32038618E8"
"2015/11/16","3855.04","-58.77","-1.50","3858.01","3885.75","3854.56","44664.0","3326278.0","9.23421965E8"
"2015/11/13","3913.81","-37.79","-0.96","3919.14","3933.10","3909.31","33694.0","2697813.0","9.38342268E8"
"2015/11/12","3951.60","-5.17","-0.13","3956.24","3963.43","3947.32","29105.0","2266591.0","9.4775109E8"
"2015/11/11","3956.77","-3.22","-0.08","3951.99","3967.19","3925.92","35815.0","2482206.0","9.49719655E8"
"2015/11/10","3959.99","-51.07","-1.27","3990.45","3992.00","3944.51","40945.0","3586233.0","9.49860821E8"
"2015/11/09","4011.06","-10.07","-0.25","4017.44","4021.68","3994.02","34393.0","3499750.0","9.62403192E8"
"2015/11/06","4021.13","-23.41","-0.58","4037.98","4047.97","4013.38","32464.0","2198945.0","9.65656391E8"
"2015/11/05","4044.54","-11.88","-0.29","4046.20","4050.31","4024.52","32153.0","2358555.0","9.70848383E8"
"2015/11/04","4056.42","10.88","0.27","4057.27","4064.40","4032.16","38521.0","3042316.0","9.73212732E8"
"2015/11/03","4045.54","33.87","0.84","4026.93","4054.94","4026.43","67402.0","3834364.0","9.71844863E8"
"2015/11/02","4011.67","23.67","0.59","3994.37","4012.58","3987.83","37391.0","3023805.0","9.66284162E8"
"2015/10/30","3988.00","0.16","0.00","3988.34","4010.44","3979.64","47261.0","3836117.0","9.60509178E8"
"2015/10/29","3987.84","-20.03","-0.50","4018.91","4049.89","3987.25","41278.0","3609723.0","9.59367237E8"
"2015/10/28","4007.87","-3.11","-0.08","4012.42","4012.42","3981.15","41579.0","3332006.0","9.63364028E8"
"2015/10/27","4010.98","-8.06","-0.20","4004.43","4015.14","3990.31","35199.0","2207213.0","9.6363256E8"
"2015/10/26","4019.04","18.89","0.47","4020.70","4022.28","4003.27","37230.0","2527036.0","9.64940297E8"
"2015/10/23","4000.15","39.54","1.00","4003.51","4031.57","3992.99","48303.0","3240534.0","9.60512907E8"
"2015/10/22","3960.61","-33.52","-0.84","3987.54","3995.65","3950.66","56018.0","3645521.0","9.51538823E8"
"2015/10/21","3994.13","10.32","0.26","3981.24","4013.37","3974.93","54199.0","3128642.0","9.58194472E8"
"2015/10/20","3983.81","18.43","0.46","3966.27","3986.21","3959.73","33788.0","2409081.0","9.55723436E8"
"2015/10/19","3965.38","7.82","0.20","3961.87","3973.42","3944.38","29541.0","2132742.0","9.51535566E8"
"2015/10/16","3957.56","-5.21","-0.13","3970.91","3970.91","3945.07","37431.0","3082545.0","9.50980288E8"
"2015/10/15","3962.77","43.64","1.11","3914.73","3970.15","3911.65","41141.0","2609510.0","9.52228732E8"
"2015/10/14","3919.13","-13.45","-0.34","3924.57","3928.93","3903.25","42244.0","2497422.0","9.42056638E8"
"2015/10/13","3932.58","-3.01","-0.08","3933.61","3942.66","3913.90","40487.0","2728451.0","9.44882863E8"
"2015/10/12","3935.59","4.99","0.13","3934.35","3953.82","3920.63","53332.0","3369356.0","9.45419527E8"
"2015/10/08","3930.60","32.85","0.84","3919.45","3930.60","3885.92","45854.0","3420984.0","9.45456453E8"
"2015/10/07","3897.75","32.16","0.83","3870.54","3899.16","3870.44","39133.0","3451564.0","9.38095921E8"
"2015/10/06","3865.59","28.18","0.73","3872.05","3876.58","3848.70","41775.0","3058297.0","9.25858953E8"
"2015/10/05","3837.41","14.09","0.37","3845.55","3871.89","3830.46","37360.0","2622979.0","9.18227646E8"
"2015/10/02","3823.32","-16.12","-0.42","3840.77","3854.13","3823.32","36990.0","2685390.0","9.14736037E8"
"2015/10/01","3839.44","30.25","0.79","3807.64","3855.10","3795.71","37940.0","2865749.0","9.19167212E8"
"2015/09/30","3809.19","52.68","1.40","3706.56","3809.55","3704.67","51185.0","3724749.0","9.12337546E8"
"2015/09/25","3756.51","-7.38","-0.20","3769.82","3778.53","3739.99","32191.0","2470267.0","8.99087895E8"
"2015/09/24","3763.89","3.23","0.09","3784.92","3790.95","3757.90","34999.0","2643415.0","9.01979661E8"
"2015/09/23","3760.66","-72.04","-1.88","3787.43","3808.01","3760.66","40930.0","3131232.0","9.01260538E8"
"2015/09/22","3832.70","34.11","0.90","3819.33","3836.85","3801.72","38574.0","2493064.0","9.18812456E8"
"2015/09/21","3798.59","-62.82","-1.63","3816.92","3834.41","3791.15","29770.0","2075811.0","9.11275944E8"
"2015/09/18","3861.41","19.09","0.50","3839.82","3869.09","3807.07","50527.0","3700031.0","9.27089351E8"
"2015/09/17","3842.32","6.28","0.16","3860.70","3860.70","3830.63","51705.0","3264342.0","9.20268989E8"
"2015/09/16","3836.04","80.69","2.15","3776.94","3844.86","3775.72","55811.0","3387707.0","9.19682236E8"
"2015/09/15","3755.35","7.28","0.19","3747.34","3760.54","3738.05","33166.0","2395940.0","9.0121216E8"
"2015/09/14","3748.07","-10.92","-0.29","3769.62","3771.01","3725.23","37083.0","2274194.0","8.90482395E8"
"2015/09/11","3758.99","-56.08","-1.47","3774.18","3788.36","3756.35","39389.0","2498088.0","8.92637259E8"
"2015/09/10","3815.07","44.01","1.17","3737.15","3815.07","3731.43","59116.0","3322569.0","9.0541636E8"
"2015/09/09","3771.06","111.36","3.04","3706.08","3771.06","3705.41","46487.0","3146740.0","8.95176266E8"
"2015/09/08","3659.70","3.58","0.10","3666.21","3676.09","3640.61","37617.0","2765831.0","8.69854239E8"
"2015/09/07","3656.12","-7.15","-0.20","3657.30","3678.75","3635.13","30835.0","2259919.0","8.68817135E8"
"2015/09/04","3663.27","-42.76","-1.15","3716.94","3720.61","3652.04","36370.0","2663605.0","8.70893431E8"
"2015/09/03","3706.03","-4.06","-0.11","3735.18","3738.50","3695.85","41329.0","2733354.0","8.80776388E8"
"2015/09/02","3710.09","6.91","0.19","3650.52","3721.97","3646.05","44318.0","3034704.0","8.80223304E8"
"2015/09/01","3703.18","-57.62","-1.53","3745.27","3752.54","3701.95","43697.0","2783874.0","8.7896381E8"
"2015/08/31","3760.80","7.34","0.20","3743.32","3760.80","3726.22","56638.0","3590437.0","8.96368596E8"
"2015/08/28","3753.46","56.67","1.53","3741.82","3756.31","3731.34","54813.0","3764474.0","8.93358261E8"
"2015/08/27","3696.79","24.87","0.68","3705.97","3715.77","3679.19","58589.0","4031677.0","8.79326442E8"
"2015/08/26","3671.92","79.11","2.20","3586.17","3678.06","3568.38","63937.0","4233813.0","8.72661722E8"
"2015/08/25","3592.81","27.75","0.78","3579.96","3632.74","3517.07","74886.0","4330415.0","8.53394213E8"
"2015/08/24","3565.06","-98.03","-2.68","3631.08","3646.56","3510.16","67145.0","3927824.0","8.47605671E8"
"2015/08/21","3663.09","-66.84","-1.79","3640.61","3682.88","3626.09","62032.0","3958417.0","8.7030852E8"
"2015/08/20","3729.93","-39.58","-1.05","3751.46","3757.25","3723.75","48449.0","3087225.0","8.87128464E8"
"2015/08/19","3769.51","-17.25","-0.46","3785.75","3797.37","3739.01","63401.0","4170015.0","8.97075061E8"
"2015/08/18","3786.76","-5.66","-0.15","3810.41","3816.20","3784.20","40131.0","2846623.0","9.007963E8"
"2015/08/17","3792.42","-21.61","-0.57","3829.30","3830.26","3792.38","35348.0","2541102.0","9.0287409E8"
"2015/08/13","3814.03","-3.15","-0.08","3809.52","3835.27","3793.57","45138.0","3216519.0","9.00472937E8"
"2015/08/12","3817.18","-4.95","-0.13","3809.72","3836.16","3777.26","55690.0","4018577.0","9.00629578E8"
"2015/08/11","3822.13","-25.10","-0.65","3879.61","3885.39","3821.08","44031.0","3010295.0","9.02441537E8"
"2015/08/10","3847.23","-4.01","-0.10","3846.91","3853.54","3824.82","37325.0","2439847.0","9.07537349E8"
"2015/08/07","3851.24","-7.48","-0.19","3852.01","3858.04","3834.25","37552.0","2811507.0","9.09234367E8"
"2015/08/06","3858.72","-45.79","-1.17","3919.13","3919.34","3858.13","53492.0","3730582.0","9.09827851E8"
"2015/08/05","3904.51","-6.87","-0.18","3912.51","3922.73","3892.33","47635.0","3056565.0","9.22306117E8"
"2015/08/04","3911.38","37.15","0.96","3873.34","3911.38","3872.50","43446.0","2901264.0","9.25198472E8"
"2015/08/03","3874.23","-45.79","-1.17","3910.03","3910.03","3868.56","48253.0","3061487.0","9.17485217E8"
"2015/07/31","3920.02","20.02","0.51","3917.05","3921.79","3880.01","62264.0","3917018.0","9.35380631E8"
"2015/07/30","3900.00","-26.35","-0.67","3929.73","3936.16","3899.63","66413.0","4254907.0","9.31853708E8"
"2015/07/29","3926.35","7.16","0.18","3940.41","3946.63","3924.41","42774.0","3709636.0","9.40152775E8"
"2015/07/28","3919.19","6.41","0.16","3893.62","3933.94","3877.96","57950.0","3698703.0","9.36363597E8"
"2015/07/27","3912.78","8.37","0.21","3881.36","3933.93","3881.36","58099.0","3629963.0","9.35831655E8"
"2015/07/24","3904.41","-36.70","-0.93","3933.87","3934.28","3897.01","54259.0","3171422.0","9.3413502E8"
"2015/07/23","3941.11","3.64","0.09","3948.66","3950.49","3921.38","50189.0","3172806.0","9.42841241E8"
"2015/07/22","3937.47","-33.83","-0.85","3946.98","3959.11","3924.66","57898.0","3495006.0","9.42704269E8"
"2015/07/21","3971.30","24.71","0.63","3963.70","3985.65","3946.74","70524.0","3313504.0","9.50267014E8"
"2015/07/20","3946.59","-13.80","-0.35","3962.05","3967.07","3936.67","49314.0","2895512.0","9.46360161E8"
"2015/07/17","3960.39","-29.37","-0.74","4013.71","4014.68","3947.01","83925.0","5229202.0","9.49892029E8"
"2015/07/16","3989.76","26.68","0.67","3963.88","3990.28","3958.57","79415.0","3843424.0","9.55617679E8"
"2015/07/15","3963.08","12.51","0.32","3964.69","3985.91","3946.37","109575.0","3992289.0","9.46388683E8"
"2015/07/14","3950.57","-14.36","-0.36","3979.27","3979.85","3940.66","58933.0","3814038.0","9.41031938E8"
"2015/07/13","3964.93","50.15","1.28","3917.26","3969.76","3911.70","45335.0","3362836.0","9.45874065E8"
